Region,Date,Median Sale Price,Homes Sold,New Listings,Inventory,Inventory MoM ,Days on Market,Days on Market MoM,Days on Market YoY
"North Bend, WA",4/30/2012,$222K,23,37,72,10.80%,20,-8,-65
"North Bend, WA",5/31/2012,$385K,23,18,70,-2.80%,33,13,-3
"North Bend, WA",6/30/2012,$270K,17,23,66,-5.70%,27,-6,-138
"North Bend, WA",7/31/2012,$315K,25,36,87,31.80%,68,41,21
"North Bend, WA",8/31/2012,$364K,15,13,78,-10.30%,15,-53,-29
"North Bend, WA",9/30/2012,$324K,24,36,84,7.70%,40,25,-54
"North Bend, WA",10/31/2012,$418K,10,22,80,-4.80%,77,37,-60
"North Bend, WA",11/30/2012,$378K,23,13,72,-10.00%,24,-53,-62
"North Bend, WA",12/31/2012,$314K,15,26,71,-1.40%,23,-1,-24
"North Bend, WA",1/31/2013,$370K,10,27,81,14.10%,75,52,-29
"North Bend, WA",2/28/2013,$340K,23,37,76,-6.20%,60,-15,5
"North Bend, WA",3/31/2013,$410K,27,30,71,-6.60%,42,-18,14
"North Bend, WA",4/30/2013,$408K,28,39,73,2.80%,22,-20,2
"North Bend, WA",5/31/2013,$400K,33,36,86,17.80%,17,-5,-16
"North Bend, WA",6/30/2013,$426K,30,48,100,16.30%,61,44,34
"North Bend, WA",7/31/2013,$410K,37,38,101,1.00%,17,-44,-51
"North Bend, WA",8/31/2013,$428K,27,25,92,-8.90%,26,9,11
"North Bend, WA",9/30/2013,$391K,35,21,74,-19.60%,30,4,-10
"North Bend, WA",10/31/2013,$368K,26,16,67,-9.50%,35,5,-42
"North Bend, WA",11/30/2013,$435K,30,15,59,-11.90%,62,27,38
"North Bend, WA",12/31/2013,$293K,16,24,53,-10.20%,50,-12,27
"North Bend, WA",1/31/2014,$272K,15,19,50,-5.70%,97,47,22
"North Bend, WA",2/28/2014,$435K,19,41,63,26.00%,87,-10,27
"North Bend, WA",3/31/2014,$452K,20,42,72,14.30%,46,-41,4
"North Bend, WA",4/30/2014,$423K,36,34,73,1.40%,8,-38,-14
"North Bend, WA",5/31/2014,$427K,27,43,73,0.00%,8,0,-9
"North Bend, WA",6/30/2014,$387K,34,33,75,2.70%,16,8,-45
"North Bend, WA",7/31/2014,$446K,44,29,75,0.00%,34,18,17
"North Bend, WA",8/31/2014,$456K,17,19,72,-4.00%,42,8,16
"North Bend, WA",9/30/2014,$365K,30,18,65,-9.70%,40,-2,10
"North Bend, WA",10/31/2014,$380K,13,14,59,-9.20%,10,-30,-25
"North Bend, WA",11/30/2014,$355K,25,5,47,-20.30%,58,48,-4
"North Bend, WA",12/31/2014,$378K,15,24,52,10.60%,41,-17,-9
"North Bend, WA",1/31/2015,$314K,12,14,43,-17.30%,70,29,-27
"North Bend, WA",2/28/2015,$415K,22,30,55,27.90%,37,-33,-50
"North Bend, WA",3/31/2015,$490K,19,35,52,-5.50%,17,-20,-29
"North Bend, WA",4/30/2015,$418K,25,35,49,-5.80%,17,0,9
"North Bend, WA",5/31/2015,$373K,43,47,55,12.20%,10,-7,2
"North Bend, WA",6/30/2015,$478K,32,34,57,3.60%,9,-1,-7
"North Bend, WA",7/31/2015,$360K,37,26,57,0.00%,23,14,-11
"North Bend, WA",8/31/2015,$439K,25,20,49,-14.00%,39,16,-3
"North Bend, WA",9/30/2015,$447K,26,32,43,-12.20%,21,-18,-19
"North Bend, WA",10/31/2015,$525K,21,11,37,-14.00%,20,-1,10
"North Bend, WA",11/30/2015,$435K,25,9,41,10.80%,34,14,-24
"North Bend, WA",12/31/2015,$546K,10,11,37,-9.80%,21,-13,-20
"North Bend, WA",1/31/2016,$532K,10,23,39,5.40%,8,-13,-62
"North Bend, WA",2/29/2016,$474K,26,40,34,-12.80%,58,50,21
"North Bend, WA",3/31/2016,$525K,30,41,35,2.90%,9,-49,-8
"North Bend, WA",4/30/2016,$429K,44,48,37,5.70%,6,-3,-11
"North Bend, WA",5/31/2016,$443K,36,39,41,10.80%,7,1,-3
"North Bend, WA",6/30/2016,$425K,40,27,32,-22.00%,8,1,-1
"North Bend, WA",7/31/2016,$529K,34,34,41,28.10%,12,4,-11
"North Bend, WA",8/31/2016,$506K,25,24,35,-14.60%,14,2,-25
"North Bend, WA",9/30/2016,$408K,23,11,30,-14.30%,15,1,-6
"North Bend, WA",10/31/2016,$496K,19,10,20,-33.30%,15,0,-5
"North Bend, WA",11/30/2016,$605K,16,6,14,-30.00%,13,-2,-21
"North Bend, WA",12/31/2016,$600K,9,8,13,-7.10%,159,146,138
"North Bend, WA",1/31/2017,$612K,7,17,11,-15.40%,13,-146,5
"North Bend, WA",2/28/2017,$489K,17,24,16,45.50%,7,-6,-51
"North Bend, WA",3/31/2017,$461K,14,24,17,6.30%,6,-1,-3
"North Bend, WA",4/30/2017,$585K,19,47,29,70.60%,10,4,4
"North Bend, WA",5/31/2017,$515K,35,60,39,34.50%,7,-3,0
"North Bend, WA",6/30/2017,$608K,28,51,39,0.00%,8,1,0
"North Bend, WA",7/31/2017,$558K,46,52,46,17.90%,17,9,5
"North Bend, WA",8/31/2017,$536K,33,37,48,4.30%,9,-8,-5
"North Bend, WA",9/30/2017,$540K,34,34,42,-12.50%,9,0,-6
"North Bend, WA",10/31/2017,$557K,39,24,34,-19.00%,8,-1,-7
"North Bend, WA",11/30/2017,$541K,38,13,19,-44.10%,9,1,-4
"North Bend, WA",12/31/2017,$541K,21,23,23,21.10%,23,14,-136
"North Bend, WA",1/31/2018,$617K,21,26,17,-26.10%,9,-14,-4
"North Bend, WA",2/28/2018,$559K,32,37,23,35.30%,6,-3,-1
"North Bend, WA",3/31/2018,$700K,21,28,25,8.70%,7,1,1
"North Bend, WA",4/30/2018,$709K,34,56,38,52.00%,7,0,-3
"North Bend, WA",5/31/2018,$565K,36,37,34,-10.50%,6,-1,-1
"North Bend, WA",6/30/2018,$615K,34,47,52,52.90%,5,-1,-3
"North Bend, WA",7/31/2018,$700K,27,40,71,36.50%,8,3,-9
"North Bend, WA",8/31/2018,$607K,28,33,76,7.00%,8,0,-1
"North Bend, WA",9/30/2018,$636K,31,29,69,-9.20%,27,19,18
"North Bend, WA",10/31/2018,$638K,25,16,59,-14.50%,24,-3,16
"North Bend, WA",11/30/2018,$635K,27,11,49,-16.90%,34,10,25
"North Bend, WA",12/31/2018,$603K,20,24,49,0.00%,44,10,21
"North Bend, WA",1/31/2019,$670K,15,23,53,8.20%,30,-14,21
"North Bend, WA",2/28/2019,$755K,20,48,67,26.40%,22,-8,16
"North Bend, WA",3/31/2019,$622K,20,52,72,7.50%,25,3,18
"North Bend, WA",4/30/2019,$667K,46,51,74,2.80%,12,-13,5
"North Bend, WA",5/31/2019,$700K,45,48,81,9.50%,16,4,10
"North Bend, WA",6/30/2019,$708K,42,31,81,0.00%,9,-7,4
"North Bend, WA",7/31/2019,$760K,31,27,76,-6.20%,23,14,15
"North Bend, WA",8/31/2019,$665K,24,33,80,5.30%,17,-6,9
"North Bend, WA",9/30/2019,$719K,32,38,71,-11.30%,58,41,31
"North Bend, WA",10/31/2019,$631K,34,22,56,-21.10%,25,-33,1
"North Bend, WA",11/30/2019,$813K,34,16,44,-21.40%,51,26,17
"North Bend, WA",12/31/2019,$799K,19,33,46,4.50%,86,35,42
"North Bend, WA",1/31/2020,$633K,20,46,43,-6.50%,27,-59,-3
"North Bend, WA",2/29/2020,$768K,26,38,48,11.60%,8,-19,-14
"North Bend, WA",3/31/2020,$563K,26,32,49,2.10%,5,-3,-20
"North Bend, WA",4/30/2020,$698K,27,41,55,12.20%,4,-1,-8
"North Bend, WA",5/31/2020,$765K,31,47,46,-16.40%,7,3,-9
"North Bend, WA",6/30/2020,$779K,52,50,40,-13.00%,12,5,3
"North Bend, WA",7/31/2020,$801K,36,39,28,-30.00%,5,-7,-18
"North Bend, WA",8/31/2020,$850K,33,40,21,-25.00%,5,0,-12
"North Bend, WA",9/30/2020,$811K,48,36,14,-33.30%,5,0,-53
"North Bend, WA",10/31/2020,$884K,42,21,8,-42.90%,6,1,-19
"North Bend, WA",11/30/2020,$854K,42,11,7,-12.50%,6,0,-45
"North Bend, WA",12/31/2020,$938K,22,30,8,14.30%,21,15,-65
"North Bend, WA",1/31/2021,$947K,23,31,5,-37.50%,17,-4,-10
"Olympia, WA",1/31/2012,$235K,69,163,662,-0.60%,123,23,26
"Olympia, WA",2/29/2012,$221K,106,169,654,-1.20%,115,-8,17
"Olympia, WA",3/31/2012,$244K,127,212,661,1.10%,134,19,28
"Olympia, WA",4/30/2012,$231K,134,219,667,0.90%,75,-59,11
"Olympia, WA",5/31/2012,$250K,151,225,717,7.50%,59,-16,-5
"Olympia, WA",6/30/2012,$240K,159,190,712,-0.70%,45,-14,-37
"Olympia, WA",7/31/2012,$228K,175,216,713,0.10%,60,15,-18
"Olympia, WA",8/31/2012,$229K,124,162,700,-1.80%,65,5,-4
"Olympia, WA",9/30/2012,$246K,154,154,670,-4.30%,86,21,18
"Olympia, WA",10/31/2012,$220K,114,100,614,-8.40%,64,-22,-35
"Olympia, WA",11/30/2012,$220K,119,86,558,-9.10%,75,11,-23
"Olympia, WA",12/31/2012,$224K,104,151,542,-2.90%,98,23,-2
"Olympia, WA",1/31/2013,$235K,101,151,524,-3.30%,108,10,-15
"Olympia, WA",2/28/2013,$231K,139,228,531,1.30%,77,-31,-38
"Olympia, WA",3/31/2013,$246K,124,254,580,9.20%,45,-32,-89
"Olympia, WA",4/30/2013,$237K,188,267,626,7.90%,44,-1,-31
"Olympia, WA",5/31/2013,$238K,174,267,696,11.20%,39,-5,-20
"Olympia, WA",6/30/2013,$245K,190,257,725,4.20%,38,-1,-7
"Olympia, WA",7/31/2013,$260K,210,260,761,5.00%,37,-1,-23
"Olympia, WA",8/31/2013,$242K,143,177,745,-2.10%,39,2,-26
"Olympia, WA",9/30/2013,$235K,154,167,706,-5.20%,51,12,-35
"Olympia, WA",10/31/2013,$239K,138,121,629,-10.90%,58,7,-6
"Olympia, WA",11/30/2013,$244K,144,110,589,-6.40%,68,10,-7
"Olympia, WA",12/31/2013,$229K,113,159,561,-4.80%,66,-2,-32
"Olympia, WA",1/31/2014,$227K,104,154,572,2.00%,86,20,-22
"Olympia, WA",2/28/2014,$230K,131,210,582,1.70%,58,-28,-19
"Olympia, WA",3/31/2014,$230K,147,243,617,6.00%,47,-11,2
"Olympia, WA",4/30/2014,$245K,150,303,667,8.10%,40,-7,-4
"Olympia, WA",5/31/2014,$248K,165,317,763,14.40%,42,2,3
"Olympia, WA",6/30/2014,$246K,198,256,817,7.10%,28,-14,-10
"Olympia, WA",7/31/2014,$249K,206,207,776,-5.00%,34,6,-3
"Olympia, WA",8/31/2014,$245K,187,169,716,-7.70%,59,25,20
"Olympia, WA",9/30/2014,$249K,175,156,635,-11.30%,61,2,10
"Olympia, WA",10/31/2014,$249K,146,126,593,-6.60%,73,12,15
"Olympia, WA",11/30/2014,$236K,145,118,569,-4.00%,74,1,6
"Olympia, WA",12/31/2014,$253K,102,164,533,-6.30%,83,9,17
"Olympia, WA",1/31/2015,$240K,129,188,544,2.10%,78,-5,-8
"Olympia, WA",2/28/2015,$233K,168,241,556,2.20%,82,4,24
"Olympia, WA",3/31/2015,$243K,173,268,578,4.00%,36,-46,-11
"Olympia, WA",4/30/2015,$265K,195,279,601,4.00%,29,-7,-11
"Olympia, WA",5/31/2015,$268K,243,275,630,4.80%,29,0,-13
"Olympia, WA",6/30/2015,$263K,244,268,652,3.50%,30,1,2
"Olympia, WA",7/31/2015,$269K,182,222,597,-8.40%,26,-4,-8
"Olympia, WA",8/31/2015,$265K,230,198,580,-2.80%,45,19,-14
"Olympia, WA",9/30/2015,$280K,202,186,548,-5.50%,45,0,-16
"Olympia, WA",10/31/2015,$255K,124,113,457,-16.60%,62,17,-11
"Olympia, WA",11/30/2015,$257K,167,93,383,-16.20%,39,-23,-35
"Olympia, WA",12/31/2015,$263K,113,148,375,-2.10%,58,19,-25
"Olympia, WA",1/31/2016,$248K,127,186,353,-5.90%,59,1,-19
"Olympia, WA",2/29/2016,$263K,184,259,376,6.50%,37,-22,-45
"Olympia, WA",3/31/2016,$277K,203,323,420,11.70%,20,-17,-16
"Olympia, WA",4/30/2016,$285K,238,300,470,11.90%,14,-6,-15
"Olympia, WA",5/31/2016,$275K,240,338,530,12.80%,12,-2,-17
"Olympia, WA",6/30/2016,$284K,228,341,606,14.30%,19,7,-11
"Olympia, WA",7/31/2016,$289K,268,271,571,-5.80%,17,-2,-9
"Olympia, WA",8/31/2016,$285K,229,246,566,-0.90%,27,10,-18
"Olympia, WA",9/30/2016,$280K,213,132,467,-17.50%,24,-3,-21
"Olympia, WA",10/31/2016,$285K,211,133,409,-12.40%,37,13,-25
"Olympia, WA",11/30/2016,$286K,167,100,345,-15.60%,46,9,7
"Olympia, WA",12/31/2016,$264K,143,148,313,-9.30%,49,3,-9
"Olympia, WA",1/31/2017,$285K,127,152,303,-3.20%,48,-1,-11
"Olympia, WA",2/28/2017,$282K,181,233,299,-1.30%,26,-22,-11
"Olympia, WA",3/31/2017,$300K,179,274,315,5.40%,16,-10,-4
"Olympia, WA",4/30/2017,$305K,256,351,376,19.40%,10,-6,-4
"Olympia, WA",5/31/2017,$315K,283,350,416,10.60%,9,-1,-3
"Olympia, WA",6/30/2017,$303K,263,338,452,8.70%,10,1,-9
"Olympia, WA",7/31/2017,$303K,307,292,467,3.30%,14,4,-3
"Olympia, WA",8/31/2017,$300K,252,163,399,-14.60%,18,4,-9
"Olympia, WA",9/30/2017,$290K,222,190,343,-14.00%,24,6,0
"Olympia, WA",10/31/2017,$305K,195,156,294,-14.30%,28,4,-9
"Olympia, WA",11/30/2017,$289K,176,96,236,-19.70%,25,-3,-21
"Olympia, WA",12/31/2017,$299K,125,158,221,-6.40%,25,0,-24
"Olympia, WA",1/31/2018,$318K,137,183,227,2.70%,25,0,-23
"Olympia, WA",2/28/2018,$320K,196,224,222,-2.20%,11,-14,-15
"Olympia, WA",3/31/2018,$301K,195,251,244,9.90%,10,-1,-6
"Olympia, WA",4/30/2018,$335K,206,342,339,38.90%,8,-2,-2
"Olympia, WA",5/31/2018,$331K,250,296,378,11.50%,8,0,-1
"Olympia, WA",6/30/2018,$338K,233,306,420,11.10%,9,1,-1
"Olympia, WA",7/31/2018,$334K,272,295,451,7.40%,11,2,-3
"Olympia, WA",8/31/2018,$317K,209,217,459,1.80%,17,6,-1
"Olympia, WA",9/30/2018,$316K,202,188,384,-16.30%,22,5,-2
"Olympia, WA",10/31/2018,$325K,188,144,361,-6.00%,28,6,0
"Olympia, WA",11/30/2018,$340K,150,99,287,-20.50%,35,7,10
"Olympia, WA",12/31/2018,$319K,137,120,235,-18.10%,35,0,10
"Olympia, WA",1/31/2019,$319K,114,117,231,-1.70%,26,-9,1
"Olympia, WA",2/28/2019,$338K,146,204,223,-3.50%,24,-2,13
"Olympia, WA",3/31/2019,$329K,182,279,261,17.00%,8,-16,-2
"Olympia, WA",4/30/2019,$354K,233,360,302,15.70%,8,0,0
"Olympia, WA",5/31/2019,$355K,264,299,329,8.90%,7,-1,-1
"Olympia, WA",6/30/2019,$343K,273,283,325,-1.20%,8,1,-1
"Olympia, WA",7/31/2019,$372K,260,290,342,5.20%,12,4,1
"Olympia, WA",8/31/2019,$364K,252,219,324,-5.30%,12,0,-5
"Olympia, WA",9/30/2019,$365K,221,161,270,-16.70%,14,2,-8
"Olympia, WA",10/31/2019,$360K,169,139,234,-13.30%,28,14,0
"Olympia, WA",11/30/2019,$352K,174,90,139,-40.60%,22,-6,-13
"Olympia, WA",12/31/2019,$355K,155,150,139,0.00%,16,-6,-19
"Olympia, WA",1/31/2020,$360K,125,173,155,11.50%,10,-6,-16
"Olympia, WA",2/29/2020,$350K,159,207,190,22.60%,5,-5,-19
"Olympia, WA",3/31/2020,$360K,137,174,202,6.30%,5,0,-3
"Olympia, WA",4/30/2020,$373K,143,216,194,-4.00%,7,2,-1
"Olympia, WA",5/31/2020,$400K,209,212,150,-22.70%,6,-1,-1
"Olympia, WA",6/30/2020,$423K,265,300,167,11.30%,6,0,-2
"Olympia, WA",7/31/2020,$400K,256,250,119,-28.70%,6,0,-6
"Olympia, WA",8/31/2020,$411K,266,248,142,19.30%,5,-1,-7
"Olympia, WA",9/30/2020,$403K,232,219,140,-1.40%,5,0,-9
"Olympia, WA",10/31/2020,$405K,215,153,97,-30.70%,6,1,-22
"Olympia, WA",11/30/2020,$405K,203,133,77,-20.60%,5,-1,-17
"Olympia, WA",12/31/2020,$425K,135,147,73,-5.20%,7,2,-9
"Olympia, WA",1/31/2021,$430K,139,146,70,-4.10%,5,-2,-5
"Puyallup, WA",1/31/2012,$178K,100,143,557,-2.80%,83,15,-16
"Puyallup, WA",2/29/2012,$195K,133,179,529,-5.00%,100,17,18
"Puyallup, WA",3/31/2012,$195K,125,184,532,0.60%,66,-34,-10
"Puyallup, WA",4/30/2012,$199K,138,194,532,0.00%,61,-5,-20
"Puyallup, WA",5/31/2012,$202K,150,189,548,3.00%,60,-1,-6
"Puyallup, WA",6/30/2012,$199K,130,185,564,2.90%,56,-4,3
"Puyallup, WA",7/31/2012,$197K,156,164,541,-4.10%,54,-2,-18
"Puyallup, WA",8/31/2012,$205K,122,125,508,-6.10%,54,0,7
"Puyallup, WA",9/30/2012,$200K,153,128,458,-9.80%,68,14,1
"Puyallup, WA",10/31/2012,$201K,132,140,456,-0.40%,55,-13,-16
"Puyallup, WA",11/30/2012,$201K,126,89,430,-5.70%,49,-6,-20
"Puyallup, WA",12/31/2012,$209K,90,163,442,2.80%,106,57,38
"Puyallup, WA",1/31/2013,$220K,110,150,413,-6.60%,86,-20,3
"Puyallup, WA",2/28/2013,$200K,150,182,409,-1.00%,52,-34,-48
"Puyallup, WA",3/31/2013,$226K,141,207,425,3.90%,62,10,-4
"Puyallup, WA",4/30/2013,$231K,174,212,437,2.80%,33,-29,-28
"Puyallup, WA",5/31/2013,$233K,183,222,476,8.90%,33,0,-27
"Puyallup, WA",6/30/2013,$244K,173,223,529,11.10%,22,-11,-34
"Puyallup, WA",7/31/2013,$240K,172,202,546,3.20%,27,5,-27
"Puyallup, WA",8/31/2013,$235K,151,168,549,0.50%,39,12,-15
"Puyallup, WA",9/30/2013,$235K,151,154,510,-7.10%,43,4,-25
"Puyallup, WA",10/31/2013,$240K,141,148,501,-1.80%,50,7,-5
"Puyallup, WA",11/30/2013,$239K,142,79,454,-9.40%,67,17,18
"Puyallup, WA",12/31/2013,$240K,103,143,446,-1.80%,68,1,-38
"Puyallup, WA",1/31/2014,$210K,106,156,463,3.80%,67,-1,-19
"Puyallup, WA",2/28/2014,$237K,130,211,492,6.30%,43,-24,-9
"Puyallup, WA",3/31/2014,$246K,130,205,499,1.40%,38,-5,-24
"Puyallup, WA",4/30/2014,$245K,159,291,551,10.40%,39,1,6
"Puyallup, WA",5/31/2014,$249K,192,195,530,-3.80%,35,-4,2
"Puyallup, WA",6/30/2014,$240K,183,246,601,13.40%,24,-11,2
"Puyallup, WA",7/31/2014,$250K,189,185,582,-3.20%,36,12,9
"Puyallup, WA",8/31/2014,$235K,180,200,569,-2.20%,52,16,13
"Puyallup, WA",9/30/2014,$235K,182,192,536,-5.80%,52,0,9
"Puyallup, WA",10/31/2014,$249K,132,124,500,-6.70%,60,8,10
"Puyallup, WA",11/30/2014,$250K,138,123,482,-3.60%,49,-11,-18
"Puyallup, WA",12/31/2014,$248K,124,164,468,-2.90%,69,20,1
"Puyallup, WA",1/31/2015,$253K,125,164,462,-1.30%,58,-11,-9
"Puyallup, WA",2/28/2015,$250K,166,237,433,-6.30%,58,0,15
"Puyallup, WA",3/31/2015,$245K,196,266,426,-1.60%,38,-20,0
"Puyallup, WA",4/30/2015,$255K,213,262,453,6.30%,37,-1,-2
"Puyallup, WA",5/31/2015,$266K,237,269,499,10.20%,26,-11,-9
"Puyallup, WA",6/30/2015,$255K,217,246,509,2.00%,23,-3,-1
"Puyallup, WA",7/31/2015,$255K,199,249,510,0.20%,23,0,-13
"Puyallup, WA",8/31/2015,$260K,207,209,498,-2.40%,29,6,-23
"Puyallup, WA",9/30/2015,$260K,193,194,486,-2.40%,36,7,-16
"Puyallup, WA",10/31/2015,$260K,160,163,463,-4.70%,35,-1,-25
"Puyallup, WA",11/30/2015,$268K,201,101,357,-22.90%,42,7,-7
"Puyallup, WA",12/31/2015,$262K,140,151,308,-13.70%,60,18,-9
"Puyallup, WA",1/31/2016,$270K,149,219,297,-3.60%,59,-1,1
"Puyallup, WA",2/29/2016,$280K,228,311,317,6.70%,34,-25,-24
"Puyallup, WA",3/31/2016,$272K,247,313,357,12.60%,17,-17,-21
"Puyallup, WA",4/30/2016,$289K,234,303,373,4.50%,14,-3,-23
"Puyallup, WA",5/31/2016,$297K,286,319,421,12.90%,12,-2,-14
"Puyallup, WA",6/30/2016,$295K,245,339,499,18.50%,17,5,-6
"Puyallup, WA",7/31/2016,$290K,231,339,545,9.20%,16,-1,-7
"Puyallup, WA",8/31/2016,$297K,260,211,493,-9.50%,18,2,-11
"Puyallup, WA",9/30/2016,$285K,205,198,427,-13.40%,23,5,-13
"Puyallup, WA",10/31/2016,$287K,235,159,369,-13.60%,38,15,3
"Puyallup, WA",11/30/2016,$295K,242,129,315,-14.60%,37,-1,-5
"Puyallup, WA",12/31/2016,$282K,165,173,270,-14.30%,34,-3,-26
"Puyallup, WA",1/31/2017,$300K,171,221,254,-5.90%,28,-6,-31
"Puyallup, WA",2/28/2017,$318K,263,278,252,-0.80%,36,8,2
"Puyallup, WA",3/31/2017,$295K,225,269,258,2.40%,10,-26,-7
"Puyallup, WA",4/30/2017,$315K,260,364,333,29.10%,10,0,-4
"Puyallup, WA",5/31/2017,$325K,306,342,401,20.40%,10,0,-2
"Puyallup, WA",6/30/2017,$325K,250,327,428,6.70%,12,2,-5
"Puyallup, WA",7/31/2017,$325K,296,267,418,-2.30%,11,-1,-5
"Puyallup, WA",8/31/2017,$328K,257,248,420,0.50%,16,5,-2
"Puyallup, WA",9/30/2017,$329K,254,221,331,-21.20%,23,7,0
"Puyallup, WA",10/31/2017,$308K,255,143,260,-21.50%,21,-2,-17
"Puyallup, WA",11/30/2017,$330K,214,137,236,-9.20%,33,12,-4
"Puyallup, WA",12/31/2017,$317K,166,206,237,0.40%,24,-9,-10
"Puyallup, WA",1/31/2018,$328K,157,184,218,-8.00%,19,-5,-9
"Puyallup, WA",2/28/2018,$356K,231,291,251,15.10%,13,-6,-23
"Puyallup, WA",3/31/2018,$343K,204,335,307,22.30%,7,-6,-3
"Puyallup, WA",4/30/2018,$355K,273,426,424,38.10%,8,1,-2
"Puyallup, WA",5/31/2018,$355K,331,315,466,9.90%,7,-1,-3
"Puyallup, WA",6/30/2018,$358K,252,280,461,-1.10%,12,5,0
"Puyallup, WA",7/31/2018,$350K,274,306,490,6.30%,22,10,11
"Puyallup, WA",8/31/2018,$359K,258,238,488,-0.40%,23,1,7
"Puyallup, WA",9/30/2018,$341K,222,195,428,-12.30%,24,1,1
"Puyallup, WA",10/31/2018,$350K,215,147,354,-17.30%,35,11,14
"Puyallup, WA",11/30/2018,$358K,191,126,317,-10.50%,46,11,13
"Puyallup, WA",12/31/2018,$345K,137,206,316,-0.30%,30,-16,6
"Puyallup, WA",1/31/2019,$363K,155,167,262,-17.10%,31,1,12
"Puyallup, WA",2/28/2019,$375K,238,265,265,1.10%,20,-11,7
"Puyallup, WA",3/31/2019,$360K,226,264,265,0.00%,10,-10,3
"Puyallup, WA",4/30/2019,$381K,256,413,367,38.50%,9,-1,1
"Puyallup, WA",5/31/2019,$373K,287,294,363,-1.10%,7,-2,0
"Puyallup, WA",6/30/2019,$376K,292,262,351,-3.30%,12,5,0
"Puyallup, WA",7/31/2019,$386K,289,301,345,-1.70%,13,1,-9
"Puyallup, WA",8/31/2019,$382K,244,194,303,-12.20%,18,5,-5
"Puyallup, WA",9/30/2019,$380K,240,170,254,-16.20%,20,2,-4
"Puyallup, WA",10/31/2019,$375K,180,123,197,-22.40%,21,1,-14
"Puyallup, WA",11/30/2019,$378K,180,100,159,-19.30%,19,-2,-27
"Puyallup, WA",12/31/2019,$392K,130,175,144,-9.40%,25,6,-5
"Puyallup, WA",1/31/2020,$397K,168,181,162,12.50%,9,-16,-22
"Puyallup, WA",2/29/2020,$408K,160,260,209,29.00%,6,-3,-14
"Puyallup, WA",3/31/2020,$399K,154,226,217,3.80%,5,-1,-5
"Puyallup, WA",4/30/2020,$405K,185,276,200,-7.80%,9,4,0
"Puyallup, WA",5/31/2020,$407K,271,237,179,-10.50%,6,-3,-1
"Puyallup, WA",6/30/2020,$425K,266,321,211,17.90%,5,-1,-7
"Puyallup, WA",7/31/2020,$430K,272,284,157,-25.60%,6,1,-7
"Puyallup, WA",8/31/2020,$430K,298,255,142,-9.60%,5,-1,-13
"Puyallup, WA",9/30/2020,$426K,302,259,141,-0.70%,5,0,-15
"Puyallup, WA",10/31/2020,$439K,265,156,88,-37.60%,6,1,-15
"Puyallup, WA",11/30/2020,$433K,250,117,66,-25.00%,6,0,-13
"Puyallup, WA",12/31/2020,$435K,143,160,55,-16.70%,8,2,-17
"Puyallup, WA",1/31/2021,$462K,152,187,59,7.30%,5,-3,-4
"Redmond, WA",1/31/2012,$385K,69,98,272,-7.20%,114,31,18
"Redmond, WA",2/29/2012,$390K,103,157,272,0.00%,102,-12,8
"Redmond, WA",3/31/2012,$455K,102,158,291,7.00%,38,-64,8
"Redmond, WA",4/30/2012,$452K,119,146,302,3.80%,27,-11,-46
"Redmond, WA",5/31/2012,$472K,123,179,328,8.60%,35,8,-9
"Redmond, WA",6/30/2012,$490K,127,98,268,-18.30%,21,-14,-33
"Redmond, WA",7/31/2012,$500K,140,135,267,-0.40%,33,12,-23
"Redmond, WA",8/31/2012,$455K,112,116,242,-9.40%,36,3,-14
"Redmond, WA",9/30/2012,$490K,113,108,205,-15.30%,28,-8,-14
"Redmond, WA",10/31/2012,$500K,131,70,170,-17.10%,35,7,-32
"Redmond, WA",11/30/2012,$525K,105,66,155,-8.80%,34,-1,-34
"Redmond, WA",12/31/2012,$435K,64,103,152,-1.90%,28,-6,-55
"Redmond, WA",1/31/2013,$485K,81,129,171,12.50%,43,15,-71
"Redmond, WA",2/28/2013,$440K,91,168,190,11.10%,13,-30,-89
"Redmond, WA",3/31/2013,$520K,141,163,186,-2.10%,8,-5,-30
"Redmond, WA",4/30/2013,$510K,158,218,242,30.10%,8,0,-19
"Redmond, WA",5/31/2013,$547K,142,186,254,5.00%,8,0,-27
"Redmond, WA",6/30/2013,$544K,174,175,270,6.30%,10,2,-11
"Redmond, WA",7/31/2013,$532K,171,209,285,5.60%,9,-1,-24
"Redmond, WA",8/31/2013,$530K,148,123,265,-7.00%,11,2,-25
"Redmond, WA",9/30/2013,$528K,148,100,217,-18.10%,19,8,-9
"Redmond, WA",10/31/2013,$500K,117,105,191,-12.00%,29,10,-6
"Redmond, WA",11/30/2013,$495K,133,54,152,-20.40%,24,-5,-10
"Redmond, WA",12/31/2013,$521K,80,101,143,-5.90%,35,11,7
"Redmond, WA",1/31/2014,$467K,73,116,159,11.20%,16,-19,-27
"Redmond, WA",2/28/2014,$456K,94,215,192,20.80%,14,-2,1
"Redmond, WA",3/31/2014,$535K,145,176,200,4.20%,8,-6,0
"Redmond, WA",4/30/2014,$553K,152,216,235,17.50%,9,1,1
"Redmond, WA",5/31/2014,$569K,158,202,253,7.70%,8,-1,0
"Redmond, WA",6/30/2014,$601K,170,177,290,14.60%,9,1,-1
"Redmond, WA",7/31/2014,$582K,142,151,287,-1.00%,14,5,5
"Redmond, WA",8/31/2014,$530K,155,141,271,-5.60%,23,9,12
"Redmond, WA",9/30/2014,$550K,143,101,222,-18.10%,22,-1,3
